customer_id,Recency,Frequency,Monetary,cluster
1081,11,55,564143.54,0
1082,12,66,442116.79,1
1083,11,62,440885.75,1
1084,13,51,336331.14,2
1085,13,52,271507.26,2
1086,10,52,382160.59,2
1087,6,61,152370.88999999998,1
1088,6,66,363631.26,1
1089,8,54,188608.44,2
1090,1,64,580284.8400000001,0
1091,6,58,160989.93,1
1092,36,46,841053.23,3
1093,3,57,478805.12,1
1094,6,57,574812.3099999999,0
1095,46,48,266241.87,3
1096,4,60,112860.45,1
1097,13,46,282226.47000000003,2
1098,15,54,214493.46000000002,2
1099,15,62,246269.97,1
1100,30,58,433451.51999999996,3
1101,12,52,406884.89,2
1102,10,51,543964.0700000001,0
1103,1,58,325834.08,1
1104,1,61,198872.12,1
1105,2,58,449297.18,1
1106,2,60,309765.0,1
1107,6,52,393677.31,2
1108,2,56,280350.04,2
1109,2,47,384456.86,2
1110,2,50,233283.3,2
1111,20,59,463994.11,1
1112,10,74,693082.42,0
1113,3,67,752659.92,0
1114,19,40,104052.76999999999,2
1115,13,46,195963.02,2
1116,14,57,300483.42,1
1117,42,69,352133.87,3
1118,4,46,310372.57,2
1119,24,64,360101.66,1
1120,5,49,235033.94000000003,2
1121,19,52,269676.28,2
1122,7,63,120243.12,1
1123,2,50,731370.53,0
1124,3,62,252467.53999999998,1
1125,2,56,453277.82,1
1126,8,44,114506.58,2
1127,13,54,653573.45,0
1128,13,59,623486.28,0
1129,25,47,443277.81,3
1130,20,65,768732.99,0
1131,14,56,473035.35,1
1132,5,43,363506.79,2
1133,6,60,217774.64,1
1134,21,60,305278.82,1
1135,11,62,509534.21,1
1136,1,50,363678.52,2
1137,9,58,535224.73,0
1138,2,48,189502.23,2
1139,14,56,285134.58999999997,2
1140,5,49,461693.51,2
1141,28,66,283330.8,1
1142,25,48,273717.64,2
1143,5,57,367958.69,1
1144,1,45,276012.54,2
1145,11,54,826241.68,0
1146,13,62,523376.45999999996,0
1147,51,69,295002.02999999997,3
1148,20,46,261360.66999999998,2
1149,27,60,732744.01,0
1150,19,66,519927.02,1
1151,41,48,275774.42,3
1152,4,58,624549.23,0
1153,14,49,651675.7,0
1154,3,62,456301.89,1
1155,17,39,371715.23,2
1156,5,63,689211.6,0
1157,37,50,275784.75,3
1158,5,56,112049.70999999999,2
1159,13,63,348988.91,1
1160,1,52,64893.01,2
1161,72,68,623390.58,3
1162,26,43,273325.54,2
1163,4,59,298792.67,1
1164,12,54,276737.13,2
1165,17,66,245554.09000000003,1
1166,12,53,173202.83,2
1167,23,45,119340.43,2
1168,10,51,124354.36,2
1169,2,66,246182.54,1
1170,6,56,341968.24000000005,1
1171,31,56,344252.09,3
1172,7,54,230118.94000000003,2
1173,3,57,116288.45000000001,2
1174,4,44,322619.92000000004,2
1175,6,55,451966.92,1
1176,15,70,481992.16000000003,1
1177,5,59,298617.75,1
1178,19,44,148658.27,2
1179,33,59,641116.0,0
1180,42,54,305114.5,3
1181,3,58,462256.81999999995,1
1182,18,64,457258.45,1
1183,26,51,556891.49,3
1184,28,46,182017.18,2
1185,7,58,355653.77999999997,1
1186,4,49,248917.4,2
1187,3,63,460710.45,1
1188,11,42,302285.68,2
1189,35,56,328013.54,3
1190,20,41,252111.19999999998,2
1191,1,51,426412.47,2
1192,3,60,207040.21,1
1193,4,61,814305.1100000001,0
1194,27,57,213706.24,3
1195,2,49,211689.86000000002,2
1196,43,66,462177.96,3
1197,10,73,440784.52,1
1198,18,58,209437.98,1
1199,4,49,351325.29,2
1200,14,50,788043.51,0
1201,44,51,238279.37,3
1202,28,52,204806.12,3
1203,3,57,182080.39,1
1204,31,58,424680.88,3
1205,17,68,500262.37,1
1206,29,49,906824.03,0
1207,13,50,292022.24,2
1208,15,45,78326.44,2
1209,11,41,230257.01,2
1210,13,48,286419.69,2
1211,10,41,96782.91,2
1212,1,59,527375.6699999999,0
1213,7,59,340243.45,1
1214,1,54,319989.64,2
1215,4,52,514388.68,0
1216,10,55,426870.85000000003,1
1217,2,47,299902.96,2
1218,5,51,183316.22,2
1219,7,51,497821.06000000006,2
1220,26,54,180603.30000000002,3
1221,10,62,471749.32999999996,1
1222,36,63,509927.66,3
1223,8,45,548713.9600000001,2
1224,60,51,220889.19,3
1225,1,42,99663.84,2
1226,2,47,255644.83,2
1227,1,47,339739.32,2
1228,12,44,118342.81999999999,2
1229,7,64,288221.81,1
1230,8,58,574132.38,0
1231,11,54,176099.58,2
1232,18,46,296909.22000000003,2
1233,1,57,321771.83,1
1234,8,65,424180.04,1
1235,8,49,243279.08000000002,2
1236,10,53,724444.9,0
1237,28,48,356604.85,3
1238,1,53,288622.71,2
1239,1,46,608488.28,0
1240,3,59,492322.71,1
1241,5,68,501313.03,1
1242,17,62,176311.43,1
1243,5,59,469459.43,1
1244,6,52,79354.25,2
1245,15,47,509015.48,2
1246,10,54,418790.75,2
1247,12,62,231142.03999999998,1
1248,2,54,142337.96,2
1249,13,49,279143.88,2
1250,3,57,574334.27,0
1251,13,58,162003.51,1
1252,12,50,428304.92000000004,2
1253,2,50,237881.01,2
1254,2,62,223305.29,1
1255,10,54,226149.88999999998,2
1256,14,43,700498.15,0
1257,17,51,536092.62,0
1258,12,58,202341.90999999997,1
1259,9,60,276650.26,1
1260,22,46,64652.899999999994,2
1261,1,69,323774.4,1
1262,1,39,240339.42,2
1263,4,68,320276.74,1
1264,7,69,552943.33,1
1265,6,45,135420.41,2
1266,20,57,705798.74,0
1267,6,49,317002.69,2
1268,2,55,434745.85,1
1269,5,58,309641.45,1
1270,10,62,481957.25,1
1271,42,59,498384.41000000003,3
1272,22,54,92662.82,2
1273,3,56,345403.48,1
1274,28,64,870947.14,0
1275,7,52,236734.26,2
1276,5,57,390794.07,1
1277,9,47,447464.3,2
1278,28,55,327873.17,3
1279,5,53,160818.95,2
1280,21,54,388874.63,2
1281,32,42,230831.37,3
1282,26,50,151533.15,2
1283,2,61,425297.08,1
1284,17,44,511287.94,2
1285,13,60,314924.18,1
1286,9,61,708651.4400000001,0
1287,2,65,297163.39,1
1288,19,63,357868.06,1
1289,6,52,306255.55,2
1290,10,65,257564.41,1
1291,2,56,125213.52,2
1292,15,64,463967.88,1
1293,1,59,462715.31,1
1294,18,49,519889.06,2
1295,2,52,238318.71,2
1296,4,49,79528.63,2
1297,16,52,225830.22999999998,2
1298,11,59,294149.98,1
1299,7,52,425870.35,2
1300,51,53,210139.46,3
1301,10,64,435832.51,1
1302,13,58,728247.4600000001,0
1303,8,49,295477.01,2
1304,1,56,448574.05,1
1305,20,52,377413.02,2
1306,6,63,553062.2999999999,0
1307,30,52,248706.13999999998,3
1308,2,70,272653.34,1
1309,5,55,399611.2,2
1310,23,47,483438.68999999994,2
1311,8,45,196605.96000000002,2
1312,16,55,202761.43,2
1313,12,60,588875.0,0
1314,7,62,663492.4,0
1315,41,53,317787.97000000003,3
1316,6,50,147046.56,2
1317,4,65,925476.38,0
1318,6,57,340965.26999999996,1
1319,17,47,275768.42,2
1320,2,60,275408.39,1
1321,12,41,377620.38,2
1322,5,41,308608.47000000003,2
1323,12,57,708692.11,0
1324,1,50,393879.38,2
1325,6,49,255269.62,2
1326,4,59,737201.98,0
1327,17,53,372350.87,2
1328,20,55,146385.52,2
1329,15,43,560707.34,2
1330,41,57,446391.57999999996,3
1331,9,54,728667.49,0
1332,26,69,234064.5,1
1333,6,53,408618.92,2
1334,14,64,341895.26,1
1335,4,57,261080.69,1
1336,8,57,361793.93,1
1337,15,44,122818.42,2
1338,7,59,339894.52,1
1339,1,54,347028.48,2
1340,18,52,776333.44,0
1341,5,66,467402.01999999996,1
1342,26,54,157850.41999999998,3
1343,1,49,217671.12,2
1344,15,55,313606.99,2
1345,9,65,276771.53,1
1346,1,55,292531.56,2
1347,8,60,207340.47999999998,1
1348,2,66,535981.52,1
1349,11,51,379108.33,2
1350,6,54,314464.98,2
1351,27,51,88125.26999999999,2
1352,10,55,361729.3,2
1353,1,56,609169.73,0
1354,5,50,205985.67,2
1355,6,56,1005503.76,0
1356,4,64,582672.71,0
1357,2,56,158512.59,2
1358,38,56,410893.83,3
1359,1,68,238348.41999999998,1
1360,42,53,480126.32,3
1361,14,59,395957.18,1
1362,6,56,307312.32,1
1363,9,49,420505.57,2
1364,33,55,186877.47,3
1365,9,55,390011.18,2
1366,2,55,594665.57,0
1367,1,67,482521.66000000003,1
1368,1,57,255659.3,1
1369,6,59,365597.15,1
1370,15,65,523553.98,1
1371,26,51,641288.71,0
1372,2,57,388217.13,1
1373,12,53,226933.03,2
1374,1,50,275915.86,2
1375,20,50,319424.85000000003,2
1376,26,49,603365.52,3
1377,9,53,434324.46,2
1378,3,61,396785.08,1
1379,1,59,289053.16,1
1380,13,48,260611.92,2
1381,5,52,390640.22000000003,2
1382,3,64,372051.82,1
1383,5,62,686557.11,0
1384,12,53,146960.56,2
1385,25,46,266314.64,2
1386,4,55,455137.0,1
1387,23,49,243854.56,2
1388,11,36,203980.54,2
1389,15,45,221532.79,2
1390,9,50,333765.7,2
1391,3,58,173942.95,1
1392,11,41,785736.01,0
1393,3,60,288538.52,1
1394,9,61,267586.73,1
1395,11,55,773361.34,0
1396,15,41,172236.1,2
1397,4,43,302074.7,2
1398,2,78,568928.34,1
1399,8,58,289766.57,1
1400,2,53,192785.79,2
1401,28,50,227837.12,3
1402,12,63,314124.2,1
1403,1,48,307176.02,2
1404,5,54,179991.09,2
1405,10,60,419080.5,1
1406,7,56,447805.92,1
1407,2,52,558029.57,0
1408,27,52,261971.86,3
1409,12,67,378973.93,1
1410,18,60,700020.57,0
1411,2,54,339960.93000000005,2
1412,12,65,633396.87,0
1413,3,49,487083.2,2
1414,7,61,457874.39,1
1415,38,58,844448.6900000001,0
1416,26,42,439784.99,2
1417,4,51,437024.96,2
1418,5,63,376632.68,1
1419,10,54,418852.61,2
1420,16,44,484053.82000000007,2
1421,32,59,469248.76,3
1422,3,47,188703.06,2
1423,7,48,230685.81999999998,2
1424,47,41,87029.16,3
1425,12,55,140379.58,2
1426,45,58,203472.38,3
1427,4,61,817011.64,0
1428,1,66,758020.49,0
1429,6,62,185922.81,1
1430,8,62,532812.82,0
1431,39,40,339654.39,3
1432,45,59,215322.22,3
1433,27,50,392405.23000000004,3
1434,18,70,237739.33,1
1435,19,57,248675.66,1
1436,5,68,412928.86000000004,1
1437,16,48,330698.13,2
1438,11,53,478234.87000000005,2
1439,7,53,497058.27,0
1440,26,50,306825.27,3
1441,4,53,618279.03,0
1442,4,55,535260.86,0
1443,12,57,288542.56,1
1444,44,54,98656.4,3
1445,2,54,400104.22,2
1446,16,46,320267.26,2
1447,6,48,275744.0,2
1448,6,57,340990.53,1
1449,7,41,41112.88,2
1450,63,52,250365.49,3
1451,18,63,481440.5,1
1452,2,47,169486.48,2
1453,5,62,688475.74,0
1454,2,65,338886.57,1
1455,4,65,393420.9,1
1456,18,54,362557.83,2
1457,2,48,208030.0,2
1458,1,66,623635.97,0
1459,7,65,496457.36,1
1460,15,48,510545.01999999996,2
1461,9,63,810254.99,0
1462,35,59,407073.84,3
1463,21,68,726528.89,0
1464,2,58,579920.28,0
1465,26,47,491729.88,3
1466,15,65,367329.35,1
1467,12,48,462173.03,2
1468,7,53,247887.46000000002,2
1469,29,48,274250.26,3
1470,40,50,194242.86000000002,3
1471,7,50,337338.39999999997,2
1472,5,68,803727.52,0
1473,36,66,332120.68,3
1474,3,52,368536.11,2
1475,31,59,378103.48,3
1476,4,59,181809.01,1
1477,12,58,298784.1,1
1478,41,54,375534.2,3
1479,9,64,376171.88,1
1480,13,57,292776.21,1
1481,4,52,234795.13,2
1482,10,56,356833.64,1
1483,28,51,281846.80000000005,3
1484,23,47,458169.26,2
1485,11,51,488862.45,2
1486,2,66,371651.69,1
1487,5,55,99363.43,2
1488,32,52,279716.27,3
1489,32,54,88001.65,3
1490,4,51,209543.51,2
1491,16,49,146028.93,2
1492,51,56,440076.73,3
1493,2,51,290688.36,2
1494,56,42,461176.54,3
1495,9,65,522407.39999999997,1
1496,16,53,391086.88,2
1497,23,41,83120.94,2
1498,9,52,256830.31999999998,2
1499,2,55,379962.5,2
1500,4,55,263323.59,2
1501,8,67,586963.6,0
1502,25,42,206960.76,2
1503,2,41,299739.67,2
1504,3,70,469876.12,1
1505,25,52,338932.57,3
1506,10,57,411460.52,1
1507,24,63,267723.52,1
1508,43,70,891225.95,0
1509,13,51,191004.11,2
1510,4,64,138939.6,1
1511,15,47,327405.02999999997,2
1512,16,54,142756.96,2
1513,13,55,387035.53,2
1514,12,45,264128.73,2
1515,8,61,448054.56,1
1516,17,62,236108.41999999998,1
1517,13,53,294962.01,2
1518,8,59,597791.6900000001,0
1519,50,54,937577.63,3
1520,18,54,531788.88,0
1521,2,63,1010438.68,0
1522,2,61,580138.32,0
1523,20,62,851422.9600000001,0
1524,16,65,274029.99,1
1525,3,59,374059.55,1
1526,9,45,82033.98,2
1527,16,55,180784.49,2
1528,5,57,249238.25,1
1529,2,56,351081.95,1
1530,13,68,342463.13,1
1531,27,61,650166.04,0
1532,14,62,385407.72,1
1533,1,50,260208.99999999997,2
1534,3,49,368738.74,2
1535,36,52,301138.9,3
1536,28,54,720630.04,0
1537,17,49,244425.32,2
1538,14,45,447307.61,2
1539,3,65,347645.64999999997,1
1540,11,42,167775.39,2
1541,17,61,192660.24000000002,1
1542,3,52,199123.85,2
1543,4,56,456652.60000000003,1
1544,2,60,1016416.05,0
1545,5,53,731331.9299999999,0
1546,3,63,334787.86,1
1547,46,69,592290.32,3
1548,7,56,557589.05,0
1549,5,77,583954.7000000001,1
1550,11,72,801979.12,0
1551,24,62,575321.22,0
1552,8,41,284074.39,2
1553,1,61,283364.56,1
1554,13,58,252900.88,1
1555,44,60,603462.12,3
1556,21,65,378334.7,1
1557,1,54,196640.97,2
1558,4,74,565777.2999999999,1
1559,8,49,99057.15,2
1560,33,59,476370.51,3
1561,57,58,223860.32,3
1562,9,53,418447.6,2
1563,13,55,402016.96,2
1564,5,61,586006.78,0
1565,6,49,303980.11,2
1566,23,53,179373.74,2
1567,27,51,300264.28,3
1568,14,62,139954.73,1
1569,4,54,262247.72,2
1570,27,57,750266.22,0
1571,6,69,805888.13,0
1572,7,55,240932.92,2
1573,11,65,172076.06,1
1574,12,56,519648.41,0
1575,22,56,362421.78,1
1576,13,53,265260.51,2
1577,13,48,305116.93,2
1578,1,58,439729.48,1
1579,15,59,843514.42,0
1580,20,60,342441.93,1
1581,1,66,423566.51,1
1582,8,41,382570.79,2
1583,11,48,208400.86,2
1584,1,54,255514.41999999998,2
1585,4,58,127638.78,1
1586,6,61,552603.8,0
1587,3,50,289820.1,2
1588,16,51,404433.76,2
1589,5,54,275810.76,2
1590,14,47,284108.65,2
1591,12,58,482845.93,1
1592,1,49,855930.93,0
1593,25,50,87192.68,2
1594,22,59,509924.01999999996,0
1595,62,56,327617.25,3
1596,7,57,419063.78,1
1597,7,63,961361.58,0
1598,13,58,253642.88999999998,1
1599,8,58,448968.27999999997,1
1600,38,53,462812.33,3
1601,14,54,834560.4,0
1602,12,51,129187.24,2
1603,24,51,514858.62,3
1604,5,68,356447.84,1
1605,11,47,475790.52,2
1606,23,50,425708.76,2
1607,6,61,403333.61,1
1608,27,37,184510.73,2
1609,21,60,410248.64,1
1610,26,66,536412.35,1
1611,68,51,395326.91000000003,3
1612,11,58,679225.93,0
1613,7,50,306692.47,2
1614,10,55,204795.92,2
1615,5,67,749371.53,0
1616,2,54,242807.21,2
1617,4,52,679640.38,0
1618,13,79,754285.02,0
1619,12,50,156589.7,2
1620,2,53,312175.97,2
1621,11,58,707025.0700000001,0
1622,10,54,268894.39,2
1623,22,43,215123.07,2
1624,11,58,277324.94,1
1625,29,62,234906.50000000003,1
1626,21,49,177307.37,2
1627,5,70,268982.31,1
1628,7,58,423898.56,1
1629,9,60,329146.08999999997,1
1630,4,56,471290.71,1
1631,1,64,700650.85,0
1632,6,60,367487.92000000004,1
1633,2,42,209121.25999999998,2
1634,22,48,324305.88,2
1635,12,60,580153.07,0
1636,9,51,430928.08,2
1637,15,44,240915.56,2
1638,6,60,734788.91,0
1639,8,64,309256.47,1
1640,19,58,148332.03,1
1641,5,38,174519.52,2
1642,2,53,260796.82,2
1643,10,44,665387.86,0
1644,12,74,459952.92,1
1645,5,63,681413.65,0
1646,6,51,260434.14,2
1647,14,38,234022.84,2
1648,4,56,200196.02,2
1649,36,48,510938.75,3
1650,31,57,333533.43,3
1651,26,48,319994.67,2
1652,29,66,450422.74,1
1653,34,58,249517.47,3
1654,10,61,473062.86000000004,1
1655,17,47,489452.04000000004,2
1656,3,59,225035.78,1
1657,6,48,288443.73,2
1658,4,59,239421.12,1
1659,11,43,159015.1,2
1660,5,61,804450.41,0
1661,14,48,368940.78,2
1662,15,54,583960.4299999999,0
1663,9,54,207204.99,2
1664,11,45,153843.54,2
1665,13,68,449882.33,1
1666,4,50,240229.02000000002,2
1667,24,52,299329.01,2
1668,52,44,225091.93,3
1669,10,49,319435.67,2
1670,13,53,230160.58,2
1671,1,61,325689.46,1
1672,2,58,375632.27,1
1673,1,58,382401.5,1
1674,12,52,126151.78,2
1675,3,42,228235.65,2
1676,9,43,505867.80000000005,2
1677,18,63,274267.24,1
1678,6,51,55004.29,2
1679,4,46,457971.92,2
1680,12,54,162798.2,2
1681,12,51,281579.59,2
1682,1,65,140062.3,1
1683,3,51,237504.67,2
1684,2,49,227382.38,2
1685,8,39,434338.85,2
1686,3,51,150414.33,2
1687,31,46,299292.9,3
1688,1,60,311899.86,1
1689,31,51,365364.31,3
1690,37,47,122760.96,3
1691,2,65,365523.74,1
1692,12,50,68326.8,2
1693,9,52,313562.45,2
1694,7,56,438841.4,1
1695,10,44,158685.31,2
1696,91,42,68572.09,3
1697,3,52,297446.07,2
1698,30,62,802688.65,0
1699,20,51,177641.33000000002,2
1700,11,57,328200.72,1
1701,8,53,492686.17,2
1702,1,50,234908.59,2
1703,7,58,585399.6,0
1704,15,60,238509.87,1
1705,53,51,676203.87,3
1706,12,57,133995.55,2
1707,15,42,659806.78,0
1708,36,54,228113.4,3
1709,12,63,494820.79,1
1710,3,56,222223.6,2
1711,14,69,295654.5,1
1712,10,53,104498.03,2
1713,3,45,284079.11,2
1714,30,51,373526.49,3
1715,25,60,325056.75,1
1716,111,50,268522.39,3
1717,28,49,331650.22,3
1718,9,56,349015.98000000004,1
1719,25,55,501657.58,3
1720,9,65,265820.02,1
1721,29,62,291074.26,1
1722,25,69,219310.87,1
1723,3,51,402288.73,2
1724,8,50,279973.76,2
1725,10,63,286224.35,1
1726,21,39,281058.27999999997,2
1727,15,56,485720.12,0
1728,47,55,686383.47,3
1729,12,52,173648.93,2
1730,25,53,818609.23,0
1731,8,56,493369.33,0
1732,4,59,211601.44,1
1733,1,64,287458.58,1
1734,3,53,291702.23,2
1735,8,58,690359.43,0
1736,5,65,931569.26,0
1737,6,54,68085.09,2
1738,11,60,541139.37,0
1739,32,57,200334.99999999997,3
1740,1,55,437088.31999999995,1
1741,1,53,243361.36,2
1742,23,56,726458.65,0
1743,10,63,316758.27,1
1744,5,53,419546.85,2
1745,10,56,350122.05,1
1746,17,56,381310.3,1
1747,5,60,744319.8099999999,0
1748,6,44,78551.65,2
1749,38,60,301530.44,3
1750,4,55,866519.27,0
1751,4,61,299160.22,1
1752,11,53,234001.13,2
1753,13,57,376412.9,1
1754,21,56,410009.3,1
1755,19,59,365760.16000000003,1
1756,12,47,390283.63,2
1757,1,46,539814.8099999999,2
1758,21,49,323378.54000000004,2
1759,7,56,730784.5800000001,0
1760,3,57,528870.45,0
1761,2,57,204190.34999999998,1
1762,9,55,463723.11,1
1763,2,57,212646.15,1
1764,3,50,594016.77,0
1765,6,57,633822.98,0
1766,9,50,454838.82,2
1767,9,63,297297.33999999997,1
1768,16,65,588545.43,0
1769,1,63,161498.18,1
1770,25,66,238519.57,1
1771,12,51,86540.91,2
1772,40,51,330873.27999999997,3
1773,2,52,356053.57,2
1774,8,68,237582.59,1
1775,5,62,446855.52,1
1776,3,53,159129.96,2
1777,11,56,636720.0,0
1778,4,52,430791.25,2
1779,5,46,265392.5,2
1780,19,58,507860.46,0
1781,6,52,440143.85,2
1782,19,58,228809.41,1
1783,17,56,294505.94,1
1784,16,63,203987.73,1
1785,29,38,180955.35,2
1786,2,48,332377.23,2
1787,21,57,616138.85,0
1788,29,69,471808.47000000003,1
1789,5,64,389365.58,1
1790,54,60,432607.07,3
1791,3,54,641592.78,0
1792,22,43,203335.93,2
1793,11,65,413067.20999999996,1
1794,6,59,259851.00999999998,1
1795,4,69,292403.02,1
1796,21,58,564567.03,0
1797,14,60,330547.19,1
1798,83,42,295850.27999999997,3
1799,18,59,452257.79,1
1800,25,54,429205.62,3
1801,1,52,660136.25,0
1802,11,56,515558.1,0
1803,41,48,329335.79000000004,3
1804,4,45,249678.38999999998,2
1805,4,55,540525.8099999999,0
1806,30,62,277434.04,3
1807,3,49,197661.61,2
1808,5,52,117921.45,2
1809,11,68,649529.48,0
1810,1,57,537308.64,0
1811,14,62,555609.35,0
1812,2,53,103679.67,2
1813,33,50,314063.16,3
1814,7,57,384398.87,1
1815,8,58,583286.28,0
1816,6,52,310310.13,2
1817,30,44,262217.27,3
1818,10,52,191000.08,2
1819,1,57,194732.34,1
1820,1,60,274451.99,1
1821,6,46,133480.86,2
1822,4,44,666455.47,0
1823,21,59,552875.21,0
1824,3,57,186152.06,1
1825,17,49,490198.68,2
1826,19,66,449974.42,1
1827,9,46,83839.7,2
1828,26,64,582875.4,0
1829,19,54,226739.29,2
1830,19,51,537295.61,0
1831,10,57,582324.59,0
1832,3,52,50644.509999999995,2
1833,42,50,973027.15,0
1834,11,56,530484.3400000001,0
1835,5,45,128772.83,2
1836,31,72,761118.99,0
1837,2,61,540645.57,0
1838,8,55,273561.63,2
1839,2,49,446329.88,2
1840,2,62,297218.31,1
1841,4,53,715385.06,0
1842,51,55,564454.86,3
1843,20,52,375282.27,2
1844,22,53,110949.9,2
1845,3,54,145876.88,2
1846,2,57,49441.06,2
1847,25,51,124055.95,2
1848,20,57,247584.44,1
1849,1,49,287934.38999999996,2
1850,3,72,549955.82,1
1851,5,51,282652.47000000003,2
1852,9,59,387891.36,1
1853,3,58,608985.33,0
1854,10,53,670227.97,0
1855,14,59,132028.58,1
1856,57,64,157720.47999999998,3
1857,22,48,590731.83,0
1858,7,51,130691.67,2
1859,67,53,68380.91,3
1860,2,58,664292.9,0
1861,5,54,485679.12,0
1862,45,54,613469.0399999999,3
1863,18,60,391638.62,1
1864,17,60,305505.03,1
1865,6,61,659568.91,0
1866,5,48,871204.83,0
1867,1,57,313360.98,1
1868,14,57,736433.23,0
1869,16,58,671253.89,0
1870,14,51,294642.04,2
1871,25,48,364581.61,2
1872,3,55,556704.23,0
1873,9,61,250389.58,1
1874,2,51,500037.25,2
1875,4,53,266434.33,2
1876,9,51,465175.44,2
1877,18,64,314188.22000000003,1
1878,8,60,273775.36,1
1879,11,49,682698.3300000001,0
1880,39,63,505382.72000000003,3
1881,6,57,360881.54,1
1882,11,53,166722.23,2
1883,7,57,1116393.35,0
1884,7,68,334092.54,1
1885,11,58,421482.53,1
1886,6,42,355434.55,2
1887,2,56,207191.17,2
1888,2,49,207761.22,2
1889,17,60,378909.19,1
1890,10,54,315002.84,2
1891,8,59,320594.55,1
1892,11,68,295433.34,1
1893,1,61,825450.38,0
1894,9,60,334073.25,1
1895,16,63,449723.62,1
1896,1,69,462307.13,1
1897,8,66,441563.98000000004,1
1898,30,53,833964.51,0
1899,8,53,802815.28,0
1900,2,44,234675.41,2
1901,29,46,101863.48000000001,2
1902,35,57,215119.96000000002,3
1903,27,53,596452.4,0
1904,1,68,397166.8,1
1905,30,63,373017.55,3
1906,9,54,366422.7,2
1907,29,52,238513.61,3
1908,9,58,415137.91000000003,1
1909,15,66,379569.35,1
1910,7,46,536551.97,2
1911,5,65,679993.8500000001,0
1912,40,35,327475.13,3
1913,2,53,336609.61,2
1914,9,65,186804.55,1
1915,25,64,549733.03,0
1916,3,64,448301.53,1
1917,9,60,656464.3899999999,0
1918,8,59,555157.2,0
1919,34,53,172066.59,3
1920,9,56,245799.43000000002,2
1921,27,57,331400.81,3
1922,45,51,298332.89,3
1923,8,57,511453.27,0
1924,14,72,428735.99,1
1925,4,42,206049.22,2
1926,8,62,390743.79,1
1927,14,71,455447.05,1
1928,9,45,402499.13,2
1929,6,66,582965.44,0
1930,7,59,360304.31,1
1931,7,42,227854.29,2
1932,18,51,309787.64,2
1933,28,54,709504.04,0
1934,3,44,136842.75,2
1935,6,58,754000.68,0
1936,8,59,238441.05,1
1937,5,60,444553.98000000004,1
1938,7,68,669858.33,0
1939,5,78,410566.06,1
1940,3,61,433113.91,1
1941,3,47,142484.6,2
1942,26,60,758258.7000000001,0
1943,26,64,233524.67,1
1944,11,53,343440.43,2
1945,5,62,209914.93,1
1946,25,66,399634.91,1
1947,1,49,405750.27,2
1948,9,71,282837.24000000005,1
1949,1,51,262629.73,2
1950,16,68,402355.04,1
1951,10,51,308811.33,2
1952,34,50,444715.22,3
1953,1,62,459929.15,1
1954,8,48,297181.16,2
1955,1,53,203622.31,2
1956,4,52,169281.93,2
1957,16,41,191198.55,2
1958,8,61,231465.94,1
1959,30,49,282348.6,3
1960,1,50,403470.6,2
1961,32,55,217619.49,3
