customer_id,recency,frequency,monetary,r_score,f_score,m_score,RFM_score,segment,cluster
1156,5,63,689211.6,4,5,5,455,Champions,0
1157,37,50,275784.75,1,2,2,122,,2
1158,5,56,112049.70999999999,4,3,1,431,Loyal,3
1159,13,63,348988.91,2,5,3,253,At Risk,0
1160,1,52,64893.01,5,2,1,521,,3
1161,72,68,623390.58,1,5,5,155,At Risk,2
1162,26,43,273325.54,1,1,2,112,,1
1163,4,59,298792.67,5,4,2,542,Loyal,0
1164,12,54,276737.13,3,3,2,332,Loyal,1
1165,17,66,245554.09000000003,2,5,2,252,At Risk,0
1166,12,53,173202.83,3,2,1,321,,3
1167,23,45,119340.43,1,1,1,111,,3
1168,10,51,124354.36,3,2,1,321,,3
1169,2,66,246182.54,5,5,2,552,Loyal,0
1170,6,56,341968.24000000005,4,3,3,433,Loyal,1
1171,31,56,344252.09,1,3,3,133,,2
1172,7,54,230118.94000000003,4,3,2,432,Loyal,3
1173,3,57,116288.45000000001,5,3,1,531,Loyal,3
1174,4,44,322619.92000000004,5,1,3,513,,1
1175,6,55,451966.92,4,3,4,434,Loyal,1
1176,15,70,481992.16000000003,2,5,4,254,At Risk,0
1177,5,59,298617.75,4,4,2,442,Loyal,0
1178,19,44,148658.27,2,1,1,211,,3
1179,33,59,641116.0,1,4,5,145,At Risk,2
1180,42,54,305114.5,1,3,2,132,,2
1181,3,58,462256.81999999995,5,4,4,544,Champions,0
1182,18,64,457258.45,2,5,4,254,At Risk,0
1183,26,51,556891.49,1,2,5,125,,1
1184,28,46,182017.18,1,1,1,111,,3
1185,7,58,355653.77999999997,4,4,3,443,Loyal,0
1186,4,49,248917.4,5,1,2,512,,1
1187,3,63,460710.45,5,5,4,554,Champions,0
1188,11,42,302285.68,3,1,2,312,,1
1189,35,56,328013.54,1,3,3,133,,2
1190,20,41,252111.19999999998,2,1,2,212,,1
1191,1,51,426412.47,5,2,4,524,,1
1192,3,60,207040.21,5,4,1,541,Loyal,3
1193,4,61,814305.1100000001,5,4,5,545,Champions,0
1194,27,57,213706.24,1,3,1,131,,2
1195,2,49,211689.86000000002,5,1,1,511,,3
1196,43,66,462177.96,1,5,4,154,At Risk,2
1197,10,73,440784.52,3,5,4,354,Loyal,0
1198,18,58,209437.98,2,4,1,241,At Risk,3
1199,4,49,351325.29,5,1,3,513,,1
1200,14,50,788043.51,2,2,5,225,,1
1201,44,51,238279.37,1,2,2,122,,2
1202,28,52,204806.12,1,2,1,121,,3
1203,3,57,182080.39,5,3,1,531,Loyal,3
1204,31,58,424680.88,1,4,4,144,At Risk,2
1205,17,68,500262.37,2,5,4,254,At Risk,0
1206,29,49,906824.03,1,1,5,115,,2
1207,13,50,292022.24,2,2,2,222,,1
1208,15,45,78326.44,2,1,1,211,,3
1209,11,41,230257.01,3,1,2,312,,3
1210,13,48,286419.69,2,1,2,212,,1
1211,10,41,96782.91,3,1,1,311,,3
1212,1,59,527375.6699999999,5,4,4,544,Champions,0
1213,7,59,340243.45,4,4,3,443,Loyal,0
1214,1,54,319989.64,5,3,3,533,Loyal,1
1215,4,52,514388.68,5,2,4,524,,1
1216,10,55,426870.85000000003,3,3,4,334,Loyal,1
1217,2,47,299902.96,5,1,2,512,,1
1218,5,51,183316.22,4,2,1,421,,3
1219,7,51,497821.06000000006,4,2,4,424,,1
1220,26,54,180603.30000000002,1,3,1,131,,3
1221,10,62,471749.32999999996,3,4,4,344,Loyal,0
1222,36,63,509927.66,1,5,4,154,At Risk,2
1223,8,45,548713.9600000001,3,1,5,315,,1
1224,60,51,220889.19,1,2,1,121,,2
1225,1,42,99663.84,5,1,1,511,,3
1226,2,47,255644.83,5,1,2,512,,1
1227,1,47,339739.32,5,1,3,513,,1
1228,12,44,118342.81999999999,3,1,1,311,,3
1229,7,64,288221.81,4,5,2,452,Loyal,0
1230,8,58,574132.38,3,4,5,345,Loyal,0
1231,11,54,176099.58,3,3,1,331,Loyal,3
1232,18,46,296909.22000000003,2,1,2,212,,1
1233,1,57,321771.83,5,3,3,533,Loyal,0
1234,8,65,424180.04,3,5,4,354,Loyal,0
1235,8,49,243279.08000000002,3,1,2,312,,3
1236,10,53,724444.9,3,2,5,325,,1
1237,28,48,356604.85,1,1,3,113,,2
1238,1,53,288622.71,5,2,2,522,,1
1239,1,46,608488.28,5,1,5,515,,1
1240,3,59,492322.71,5,4,4,544,Champions,0
1241,5,68,501313.03,4,5,4,454,Champions,0
1242,17,62,176311.43,2,4,1,241,At Risk,3
1243,5,59,469459.43,4,4,4,444,Champions,0
1244,6,52,79354.25,4,2,1,421,,3
1245,15,47,509015.48,2,1,4,214,,1
1246,10,54,418790.75,3,3,4,334,Loyal,1
1247,12,62,231142.03999999998,3,4,2,342,Loyal,0
1248,2,54,142337.96,5,3,1,531,Loyal,3
1249,13,49,279143.88,2,1,2,212,,1
1250,3,57,574334.27,5,3,5,535,Loyal,0
1251,13,58,162003.51,2,4,1,241,At Risk,3
1252,12,50,428304.92000000004,3,2,4,324,,1
1253,2,50,237881.01,5,2,2,522,,3
1254,2,62,223305.29,5,4,1,541,Loyal,0
1255,10,54,226149.88999999998,3,3,2,332,Loyal,3
1256,14,43,700498.15,2,1,5,215,,1
1257,17,51,536092.62,2,2,5,225,,1
1258,12,58,202341.90999999997,3,4,1,341,Loyal,3
1259,9,60,276650.26,3,4,2,342,Loyal,0
1260,22,46,64652.899999999994,1,1,1,111,,3
1261,1,69,323774.4,5,5,3,553,Loyal,0
1262,1,39,240339.42,5,1,2,512,,1
1263,4,68,320276.74,5,5,3,553,Loyal,0
1264,7,69,552943.33,4,5,5,455,Champions,0
1265,6,45,135420.41,4,1,1,411,,3
1266,20,57,705798.74,2,3,5,235,,0
1267,6,49,317002.69,4,1,3,413,,1
1268,2,55,434745.85,5,3,4,534,Loyal,1
1269,5,58,309641.45,4,4,2,442,Loyal,0
1270,10,62,481957.25,3,4,4,344,Loyal,0
1271,42,59,498384.41000000003,1,4,4,144,At Risk,2
1272,22,54,92662.82,1,3,1,131,,3
1273,3,56,345403.48,5,3,3,533,Loyal,1
1274,28,64,870947.14,1,5,5,155,At Risk,0
1275,7,52,236734.26,4,2,2,422,,3
1276,5,57,390794.07,4,3,3,433,Loyal,0
1277,9,47,447464.3,3,1,4,314,,1
1278,28,55,327873.17,1,3,3,133,,2
1279,5,53,160818.95,4,2,1,421,,3
1280,21,54,388874.63,2,3,3,233,,1
1281,32,42,230831.37,1,1,2,112,,2
1282,26,50,151533.15,1,2,1,121,,3
1283,2,61,425297.08,5,4,4,544,Champions,0
1284,17,44,511287.94,2,1,4,214,,1
1285,13,60,314924.18,2,4,3,243,At Risk,0
1286,9,61,708651.4400000001,3,4,5,345,Loyal,0
1287,2,65,297163.39,5,5,2,552,Loyal,0
1288,19,63,357868.06,2,5,3,253,At Risk,0
1289,6,52,306255.55,4,2,2,422,,1
1290,10,65,257564.41,3,5,2,352,Loyal,0
1291,2,56,125213.52,5,3,1,531,Loyal,3
1292,15,64,463967.88,2,5,4,254,At Risk,0
1293,1,59,462715.31,5,4,4,544,Champions,0
1294,18,49,519889.06,2,1,4,214,,1
1295,2,52,238318.71,5,2,2,522,,3
1296,4,49,79528.63,5,1,1,511,,3
1297,16,52,225830.22999999998,2,2,2,222,,3
1298,11,59,294149.98,3,4,2,342,Loyal,0
1299,7,52,425870.35,4,2,4,424,,1
1300,51,53,210139.46,1,2,1,121,,2
1301,10,64,435832.51,3,5,4,354,Loyal,0
1302,13,58,728247.4600000001,2,4,5,245,At Risk,0
1303,8,49,295477.01,3,1,2,312,,1
1304,1,56,448574.05,5,3,4,534,Loyal,0
1305,20,52,377413.02,2,2,3,223,,1
1306,6,63,553062.2999999999,4,5,5,455,Champions,0
1307,30,52,248706.13999999998,1,2,2,122,,2
1308,2,70,272653.34,5,5,2,552,Loyal,0
1309,5,55,399611.2,4,3,3,433,Loyal,1
1310,23,47,483438.68999999994,1,1,4,114,,1
1311,8,45,196605.96000000002,3,1,1,311,,3
1312,16,55,202761.43,2,3,1,231,,3
1313,12,60,588875.0,3,4,5,345,Loyal,0
1314,7,62,663492.4,4,4,5,445,Champions,0
1315,41,53,317787.97000000003,1,2,3,123,,2
1316,6,50,147046.56,4,2,1,421,,3
1317,4,65,925476.38,5,5,5,555,Champions,0
1318,6,57,340965.26999999996,4,3,3,433,Loyal,0
1319,17,47,275768.42,2,1,2,212,,1
1320,2,60,275408.39,5,4,2,542,Loyal,0
1321,12,41,377620.38,3,1,3,313,,1
1322,5,41,308608.47000000003,4,1,2,412,,1
1323,12,57,708692.11,3,3,5,335,Loyal,0
1324,1,50,393879.38,5,2,3,523,,1
1325,6,49,255269.62,4,1,2,412,,1
1326,4,59,737201.98,5,4,5,545,Champions,0
1327,17,53,372350.87,2,2,3,223,,1
1328,20,55,146385.52,2,3,1,231,,3
1329,15,43,560707.34,2,1,5,215,,1
1330,41,57,446391.57999999996,1,3,4,134,,2
1331,9,54,728667.49,3,3,5,335,Loyal,1
1332,26,69,234064.5,1,5,2,152,At Risk,0
1333,6,53,408618.92,4,2,4,424,,1
1334,14,64,341895.26,2,5,3,253,At Risk,0
1335,4,57,261080.69,5,3,2,532,Loyal,0
1336,8,57,361793.93,3,3,3,333,Loyal,0
1337,15,44,122818.42,2,1,1,211,,3
1338,7,59,339894.52,4,4,3,443,Loyal,0
1339,1,54,347028.48,5,3,3,533,Loyal,1
1340,18,52,776333.44,2,2,5,225,,1
1341,5,66,467402.01999999996,4,5,4,454,Champions,0
1342,26,54,157850.41999999998,1,3,1,131,,3
1343,1,49,217671.12,5,1,1,511,,3
1344,15,55,313606.99,2,3,3,233,,1
1345,9,65,276771.53,3,5,2,352,Loyal,0
1346,1,55,292531.56,5,3,2,532,Loyal,1
1347,8,60,207340.47999999998,3,4,1,341,Loyal,3
1348,2,66,535981.52,5,5,5,555,Champions,0
1349,11,51,379108.33,3,2,3,323,,1
1350,6,54,314464.98,4,3,3,433,Loyal,1
1351,27,51,88125.26999999999,1,2,1,121,,3
1352,10,55,361729.3,3,3,3,333,Loyal,1
1353,1,56,609169.73,5,3,5,535,Loyal,0
1354,5,50,205985.67,4,2,1,421,,3
1355,6,56,1005503.76,4,3,5,435,Loyal,0
1356,4,64,582672.71,5,5,5,555,Champions,0
1357,2,56,158512.59,5,3,1,531,Loyal,3
1358,38,56,410893.83,1,3,4,134,,2
1359,1,68,238348.41999999998,5,5,2,552,Loyal,0
1360,42,53,480126.32,1,2,4,124,,2
1361,14,59,395957.18,2,4,3,243,At Risk,0
1362,6,56,307312.32,4,3,2,432,Loyal,1
1363,9,49,420505.57,3,1,4,314,,1
1364,33,55,186877.47,1,3,1,131,,2
1365,9,55,390011.18,3,3,3,333,Loyal,1
1366,2,55,594665.57,5,3,5,535,Loyal,1
1367,1,67,482521.66000000003,5,5,4,554,Champions,0
1368,1,57,255659.3,5,3,2,532,Loyal,0
1369,6,59,365597.15,4,4,3,443,Loyal,0
1370,15,65,523553.98,2,5,4,254,At Risk,0
1371,26,51,641288.71,1,2,5,125,,1
1372,2,57,388217.13,5,3,3,533,Loyal,0
1373,12,53,226933.03,3,2,2,322,,3
1374,1,50,275915.86,5,2,2,522,,1
1375,20,50,319424.85000000003,2,2,3,223,,1
1376,26,49,603365.52,1,1,5,115,,1
1377,9,53,434324.46,3,2,4,324,,1
1378,3,61,396785.08,5,4,3,543,Loyal,0
1379,1,59,289053.16,5,4,2,542,Loyal,0
1380,13,48,260611.92,2,1,2,212,,1
1381,5,52,390640.22000000003,4,2,3,423,,1
1382,3,64,372051.82,5,5,3,553,Loyal,0
1383,5,62,686557.11,4,4,5,445,Champions,0
1384,12,53,146960.56,3,2,1,321,,3
1385,25,46,266314.64,1,1,2,112,,1
1386,4,55,455137.0,5,3,4,534,Loyal,1
1387,23,49,243854.56,1,1,2,112,,3
1388,11,36,203980.54,3,1,1,311,,3
1389,15,45,221532.79,2,1,1,211,,3
1390,9,50,333765.7,3,2,3,323,,1
1391,3,58,173942.95,5,4,1,541,Loyal,3
1392,11,41,785736.01,3,1,5,315,,1
1393,3,60,288538.52,5,4,2,542,Loyal,0
1394,9,61,267586.73,3,4,2,342,Loyal,0
1395,11,55,773361.34,3,3,5,335,Loyal,0
1396,15,41,172236.1,2,1,1,211,,3
1397,4,43,302074.7,5,1,2,512,,1
1398,2,78,568928.34,5,5,5,555,Champions,0
1399,8,58,289766.57,3,4,2,342,Loyal,0
1400,2,53,192785.79,5,2,1,521,,3
1401,28,50,227837.12,1,2,2,122,,2
1402,12,63,314124.2,3,5,3,353,Loyal,0
1403,1,48,307176.02,5,1,2,512,,1
1404,5,54,179991.09,4,3,1,431,Loyal,3
1405,10,60,419080.5,3,4,4,344,Loyal,0
1406,7,56,447805.92,4,3,4,434,Loyal,0
1407,2,52,558029.57,5,2,5,525,,1
1408,27,52,261971.86,1,2,2,122,,2
1409,12,67,378973.93,3,5,3,353,Loyal,0
1410,18,60,700020.57,2,4,5,245,At Risk,0
1411,2,54,339960.93000000005,5,3,3,533,Loyal,1
1412,12,65,633396.87,3,5,5,355,Loyal,0
1413,3,49,487083.2,5,1,4,514,,1
1414,7,61,457874.39,4,4,4,444,Champions,0
1415,38,58,844448.6900000001,1,4,5,145,At Risk,2
1416,26,42,439784.99,1,1,4,114,,1
1417,4,51,437024.96,5,2,4,524,,1
1418,5,63,376632.68,4,5,3,453,Loyal,0
1419,10,54,418852.61,3,3,4,334,Loyal,1
1420,16,44,484053.82000000007,2,1,4,214,,1
1421,32,59,469248.76,1,4,4,144,At Risk,2
1422,3,47,188703.06,5,1,1,511,,3
1423,7,48,230685.81999999998,4,1,2,412,,3
1424,47,41,87029.16,1,1,1,111,,2
1425,12,55,140379.58,3,3,1,331,Loyal,3
1426,45,58,203472.38,1,4,1,141,At Risk,2
1427,4,61,817011.64,5,4,5,545,Champions,0
1428,1,66,758020.49,5,5,5,555,Champions,0
1429,6,62,185922.81,4,4,1,441,Loyal,3
1430,8,62,532812.82,3,4,4,344,Loyal,0
1431,39,40,339654.39,1,1,3,113,,2
1432,45,59,215322.22,1,4,1,141,At Risk,2
1433,27,50,392405.23000000004,1,2,3,123,,2
1434,18,70,237739.33,2,5,2,252,At Risk,0
1435,19,57,248675.66,2,3,2,232,,3
1436,5,68,412928.86000000004,4,5,4,454,Champions,0
1437,16,48,330698.13,2,1,3,213,,1
1438,11,53,478234.87000000005,3,2,4,324,,1
1439,7,53,497058.27,4,2,4,424,,1
1440,26,50,306825.27,1,2,2,122,,2
1441,4,53,618279.03,5,2,5,525,,1
1442,4,55,535260.86,5,3,5,535,Loyal,1
1443,12,57,288542.56,3,3,2,332,Loyal,0
1444,44,54,98656.4,1,3,1,131,,2
1445,2,54,400104.22,5,3,3,533,Loyal,1
1446,16,46,320267.26,2,1,3,213,,1
1447,6,48,275744.0,4,1,2,412,,1
1448,6,57,340990.53,4,3,3,433,Loyal,0
1449,7,41,41112.88,4,1,1,411,,3
1450,63,52,250365.49,1,2,2,122,,2
1451,18,63,481440.5,2,5,4,254,At Risk,0
1452,2,47,169486.48,5,1,1,511,,3
1453,5,62,688475.74,4,4,5,445,Champions,0
1454,2,65,338886.57,5,5,3,553,Loyal,0
1455,4,65,393420.9,5,5,3,553,Loyal,0
1456,18,54,362557.83,2,3,3,233,,1
1457,2,48,208030.0,5,1,1,511,,3
1458,1,66,623635.97,5,5,5,555,Champions,0
1459,7,65,496457.36,4,5,4,454,Champions,0
1460,15,48,510545.01999999996,2,1,4,214,,1
1461,9,63,810254.99,3,5,5,355,Loyal,0
1462,35,59,407073.84,1,4,4,144,At Risk,2
1463,21,68,726528.89,2,5,5,255,At Risk,0
1464,2,58,579920.28,5,4,5,545,Champions,0
1465,26,47,491729.88,1,1,4,114,,1
1466,15,65,367329.35,2,5,3,253,At Risk,0
1467,12,48,462173.03,3,1,4,314,,1
1468,7,53,247887.46000000002,4,2,2,422,,3
1469,29,48,274250.26,1,1,2,112,,2
1470,40,50,194242.86000000002,1,2,1,121,,2
1471,7,50,337338.39999999997,4,2,3,423,,1
1472,5,68,803727.52,4,5,5,455,Champions,0
1473,36,66,332120.68,1,5,3,153,At Risk,2
1474,3,52,368536.11,5,2,3,523,,1
1475,31,59,378103.48,1,4,3,143,At Risk,2
1476,4,59,181809.01,5,4,1,541,Loyal,3
1477,12,58,298784.1,3,4,2,342,Loyal,0
1478,41,54,375534.2,1,3,3,133,,2
1479,9,64,376171.88,3,5,3,353,Loyal,0
1480,13,57,292776.21,2,3,2,232,,0
1481,4,52,234795.13,5,2,2,522,,3
1482,10,56,356833.64,3,3,3,333,Loyal,0
1483,28,51,281846.80000000005,1,2,2,122,,2
1484,23,47,458169.26,1,1,4,114,,1
1485,11,51,488862.45,3,2,4,324,,1
1486,2,66,371651.69,5,5,3,553,Loyal,0
1487,5,55,99363.43,4,3,1,431,Loyal,3
1488,32,52,279716.27,1,2,2,122,,2
1489,32,54,88001.65,1,3,1,131,,3
1490,4,51,209543.51,5,2,1,521,,3
1491,16,49,146028.93,2,1,1,211,,3
1492,51,56,440076.73,1,3,4,134,,2
1493,2,51,290688.36,5,2,2,522,,1
1494,56,42,461176.54,1,1,4,114,,2
1495,9,65,522407.39999999997,3,5,4,354,Loyal,0
1496,16,53,391086.88,2,2,3,223,,1
1497,23,41,83120.94,1,1,1,111,,3
1498,9,52,256830.31999999998,3,2,2,322,,3
1499,2,55,379962.5,5,3,3,533,Loyal,1
1500,4,55,263323.59,5,3,2,532,Loyal,1
1501,8,67,586963.6,3,5,5,355,Loyal,0
1502,25,42,206960.76,1,1,1,111,,3
1503,2,41,299739.67,5,1,2,512,,1
1504,3,70,469876.12,5,5,4,554,Champions,0
1505,25,52,338932.57,1,2,3,123,,2
1506,10,57,411460.52,3,3,4,334,Loyal,0
1507,24,63,267723.52,1,5,2,152,At Risk,0
1508,43,70,891225.95,1,5,5,155,At Risk,2
1509,13,51,191004.11,2,2,1,221,,3
1510,4,64,138939.6,5,5,1,551,Loyal,3
1511,15,47,327405.02999999997,2,1,3,213,,1
1512,16,54,142756.96,2,3,1,231,,3
1513,13,55,387035.53,2,3,3,233,,1
1514,12,45,264128.73,3,1,2,312,,1
1515,8,61,448054.56,3,4,4,344,Loyal,0
1516,17,62,236108.41999999998,2,4,2,242,At Risk,0
1517,13,53,294962.01,2,2,2,222,,1
1518,8,59,597791.6900000001,3,4,5,345,Loyal,0
1519,50,54,937577.63,1,3,5,135,,2
1520,18,54,531788.88,2,3,4,234,,1
1521,2,63,1010438.68,5,5,5,555,Champions,0
1522,2,61,580138.32,5,4,5,545,Champions,0
1523,20,62,851422.9600000001,2,4,5,245,At Risk,0
1524,16,65,274029.99,2,5,2,252,At Risk,0
1525,3,59,374059.55,5,4,3,543,Loyal,0
1526,9,45,82033.98,3,1,1,311,,3
1527,16,55,180784.49,2,3,1,231,,3
1528,5,57,249238.25,4,3,2,432,Loyal,3
1529,2,56,351081.95,5,3,3,533,Loyal,1
1530,13,68,342463.13,2,5,3,253,At Risk,0
1531,27,61,650166.04,1,4,5,145,At Risk,0
1532,14,62,385407.72,2,4,3,243,At Risk,0
1533,1,50,260208.99999999997,5,2,2,522,,1
1534,3,49,368738.74,5,1,3,513,,1
1535,36,52,301138.9,1,2,2,122,,2
1536,28,54,720630.04,1,3,5,135,,2
1537,17,49,244425.32,2,1,2,212,,3
1538,14,45,447307.61,2,1,4,214,,1
1539,3,65,347645.64999999997,5,5,3,553,Loyal,0
1540,11,42,167775.39,3,1,1,311,,3
1541,17,61,192660.24000000002,2,4,1,241,At Risk,3
1542,3,52,199123.85,5,2,1,521,,3
1543,4,56,456652.60000000003,5,3,4,534,Loyal,0
